Database|Substrate|Substrate SMILES|Product|Product SMILES|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes
XMetDB|[3-(naphthalen-1-yloxy)propyl](1,1,1-trifluoropropan-2-yl)amine|CC(NCCCOc1cccc2ccccc12)C(F)(F)F|4-{3-[(1,1,1-trifluoropropan-2-yl)amino]propoxy}naphthalen-1-ol|CC(NCCCOc1ccc(O)c2ccccc12)C(F)(F)F|CYP2D6|||||||||||||||||||||||||
XMetDB|[3-(naphthalen-1-yloxy)propyl](1,1,1-trifluoropropan-2-yl)amine|CC(NCCCOc1cccc2ccccc12)C(F)(F)F|5-{3-[(1,1,1-trifluoropropan-2-yl)amino]propoxy}naphthalen-1-ol|CC(NCCCOc1cccc2c(O)cccc12)C(F)(F)F|CYP2D6|||||||||||||||||||||||||
XMetDB|[3-(naphthalen-1-yloxy)propyl](1,1,1-trifluoropropan-2-yl)amine|CC(NCCCOc1cccc2ccccc12)C(F)(F)F|3-(naphthalen-1-yloxy)propan-1-amine|NCCCOc1cccc2ccccc12|CYP2D6|||||||||||||||||||||||||
XMetDB|fluoxetine|CNCCC(Oc1ccc(cc1)C(F)(F)F)c1ccccc1|N-methyl-N-{3-phenyl-3-[4-(trifluoromethyl)phenoxy]propyl}hydroxylamine|CN(O)CCC(Oc1ccc(cc1)C(F)(F)F)c1ccccc1|CYP2C19|||||||||||||||||||||||||
XMetDB|fluoxetine|CNCCC(Oc1ccc(cc1)C(F)(F)F)c1ccccc1|seproxetine|NCCC(Oc1ccc(cc1)C(F)(F)F)c1ccccc1|CYP2C19|||||||||||||||||||||||||
XMetDB|2-(4-methoxyphenyl)-5-[2-(methylamino)ethyl]-4-oxo-2,3-dihydro-1,5-benzothiazepin-3-yl acetate|CNCCN1c2ccccc2SC(C(OC(C)=O)C1=O)c1ccc(OC)cc1|5-{2-[hydroxy(methyl)amino]ethyl}-2-(4-methoxyphenyl)-4-oxo-2,3-dihydro-1,5-benzothiazepin-3-yl acetate|COc1ccc(cc1)C1Sc2ccccc2N(CCN(C)O)C(=O)C1OC(C)=O|CYP3A4|||||||||||||||||||||||||
XMetDB|2-(4-methoxyphenyl)-5-[2-(methylamino)ethyl]-4-oxo-2,3-dihydro-1,5-benzothiazepin-3-yl acetate|CNCCN1c2ccccc2SC(C(OC(C)=O)C1=O)c1ccc(OC)cc1|5-(2-aminoethyl)-2-(4-methoxyphenyl)-4-oxo-2,3-dihydro-1,5-benzothiazepin-3-yl acetate|COc1ccc(cc1)C1Sc2ccccc2N(CCN)C(=O)C1OC(C)=O|CYP3A4|||||||||||||||||||||||||
XMetDB|rampart|CCOP(=S)(OCC)SCSCC|phorate sulfoxide|CCOP(=S)(OCC)SCS(=O)CC|CYP1A2|||||||||||||||||||||||||
XMetDB|rampart|CCOP(=S)(OCC)SCSCC|phorate sulfoxide|CCOP(=S)(OCC)SCS(=O)CC|CYP3A4|||||||||||||||||||||||||
XMetDB|rampart|CCOP(=S)(OCC)SCSCC|phorate sulfoxide|CCOP(=S)(OCC)SCS(=O)CC|CYP2B6|||||||||||||||||||||||||
XMetDB|rampart|CCOP(=S)(OCC)SCSCC|phorate sulfoxide|CCOP(=S)(OCC)SCS(=O)CC|CYP2C9|||||||||||||||||||||||||
XMetDB|rampart|CCOP(=S)(OCC)SCSCC|phorate sulfoxide|CCOP(=S)(OCC)SCS(=O)CC|CYP2C18|||||||||||||||||||||||||
XMetDB|rampart|CCOP(=S)(OCC)SCSCC|phorate sulfoxide|CCOP(=S)(OCC)SCS(=O)CC|CYP2C19|||||||||||||||||||||||||
XMetDB|rampart|CCOP(=S)(OCC)SCSCC|phorate sulfoxide|CCOP(=S)(OCC)SCS(=O)CC|FMO 1|||||||||||||||||||||||||
XMetDB|frumin|CCOP(=S)(OCC)SCCSCC|oxydisulfoton|CCOP(=S)(OCC)SCCS(=O)CC|CYP1A2|||||||||||||||||||||||||
XMetDB|frumin|CCOP(=S)(OCC)SCCSCC|oxydisulfoton|CCOP(=S)(OCC)SCCS(=O)CC|CYP3A4|||||||||||||||||||||||||
XMetDB|frumin|CCOP(=S)(OCC)SCCSCC|oxydisulfoton|CCOP(=S)(OCC)SCCS(=O)CC|CYP2B6|||||||||||||||||||||||||
XMetDB|frumin|CCOP(=S)(OCC)SCCSCC|oxydisulfoton|CCOP(=S)(OCC)SCCS(=O)CC|CYP2C9|||||||||||||||||||||||||
XMetDB|frumin|CCOP(=S)(OCC)SCCSCC|oxydisulfoton|CCOP(=S)(OCC)SCCS(=O)CC|CYP2C18|||||||||||||||||||||||||
XMetDB|frumin|CCOP(=S)(OCC)SCCSCC|oxydisulfoton|CCOP(=S)(OCC)SCCS(=O)CC|CYP2C19|||||||||||||||||||||||||
XMetDB|frumin|CCOP(=S)(OCC)SCCSCC|oxydisulfoton|CCOP(=S)(OCC)SCCS(=O)CC|CYP2D6|||||||||||||||||||||||||
XMetDB|frumin|CCOP(=S)(OCC)SCCSCC|oxydisulfoton|CCOP(=S)(OCC)SCCS(=O)CC|FMO 1|||||||||||||||||||||||||
XMetDB|sulprofos|CCCSP(=S)(OCC)Oc1ccc(SC)cc1|O-ethyl O-4-methanesulfinylphenyl propylsulfanylphosphonothioate|CCCSP(=S)(OCC)Oc1ccc(cc1)S(C)=O|CYP1A1|||||||||||||||||||||||||
XMetDB|sulprofos|CCCSP(=S)(OCC)Oc1ccc(SC)cc1|O-ethyl O-4-methanesulfinylphenyl propylsulfanylphosphonothioate|CCCSP(=S)(OCC)Oc1ccc(cc1)S(C)=O|CYP1A2|||||||||||||||||||||||||
XMetDB|sulprofos|CCCSP(=S)(OCC)Oc1ccc(SC)cc1|O-ethyl O-4-methanesulfinylphenyl propylsulfanylphosphonothioate|CCCSP(=S)(OCC)Oc1ccc(cc1)S(C)=O|CYP3A4|||||||||||||||||||||||||
XMetDB|sulprofos|CCCSP(=S)(OCC)Oc1ccc(SC)cc1|O-ethyl O-4-methanesulfinylphenyl propylsulfanylphosphonothioate|CCCSP(=S)(OCC)Oc1ccc(cc1)S(C)=O|CYP3A5|||||||||||||||||||||||||
XMetDB|sulprofos|CCCSP(=S)(OCC)Oc1ccc(SC)cc1|O-ethyl O-4-methanesulfinylphenyl propylsulfanylphosphonothioate|CCCSP(=S)(OCC)Oc1ccc(cc1)S(C)=O|CYP2C9|||||||||||||||||||||||||
XMetDB|sulprofos|CCCSP(=S)(OCC)Oc1ccc(SC)cc1|O-ethyl O-4-methanesulfinylphenyl propylsulfanylphosphonothioate|CCCSP(=S)(OCC)Oc1ccc(cc1)S(C)=O|CYP2C18|||||||||||||||||||||||||
XMetDB|sulprofos|CCCSP(=S)(OCC)Oc1ccc(SC)cc1|O-ethyl O-4-methanesulfinylphenyl propylsulfanylphosphonothioate|CCCSP(=S)(OCC)Oc1ccc(cc1)S(C)=O|CYP2C19|||||||||||||||||||||||||
XMetDB|sulprofos|CCCSP(=S)(OCC)Oc1ccc(SC)cc1|O-ethyl O-4-methanesulfinylphenyl propylsulfanylphosphonothioate|CCCSP(=S)(OCC)Oc1ccc(cc1)S(C)=O|CYP2D6|||||||||||||||||||||||||
XMetDB|sulprofos|CCCSP(=S)(OCC)Oc1ccc(SC)cc1|O-ethyl O-4-methanesulfinylphenyl propylsulfanylphosphonothioate|CCCSP(=S)(OCC)Oc1ccc(cc1)S(C)=O|FMO 1|||||||||||||||||||||||||
XMetDB|1-3,5-dimethyl-4-(methylsulfanyl)phenoxy-N-methylmethanethioamide|CNC(=S)Oc1cc(C)c(SC)c(C)c1|1-4-methanesulfinyl-3,5-dimethylphenoxy-N-methylmethanethioamide|CNC(=S)Oc1cc(C)c(c(C)c1)S(C)=O|CYP1A2|||||||||||||||||||||||||
XMetDB|1-3,5-dimethyl-4-(methylsulfanyl)phenoxy-N-methylmethanethioamide|CNC(=S)Oc1cc(C)c(SC)c(C)c1|1-4-methanesulfinyl-3,5-dimethylphenoxy-N-methylmethanethioamide|CNC(=S)Oc1cc(C)c(c(C)c1)S(C)=O|CYP3A4|||||||||||||||||||||||||
XMetDB|1-3,5-dimethyl-4-(methylsulfanyl)phenoxy-N-methylmethanethioamide|CNC(=S)Oc1cc(C)c(SC)c(C)c1|1-4-methanesulfinyl-3,5-dimethylphenoxy-N-methylmethanethioamide|CNC(=S)Oc1cc(C)c(c(C)c1)S(C)=O|CYP2B6|||||||||||||||||||||||||
XMetDB|1-3,5-dimethyl-4-(methylsulfanyl)phenoxy-N-methylmethanethioamide|CNC(=S)Oc1cc(C)c(SC)c(C)c1|1-4-methanesulfinyl-3,5-dimethylphenoxy-N-methylmethanethioamide|CNC(=S)Oc1cc(C)c(c(C)c1)S(C)=O|CYP2C9|||||||||||||||||||||||||
XMetDB|1-3,5-dimethyl-4-(methylsulfanyl)phenoxy-N-methylmethanethioamide|CNC(=S)Oc1cc(C)c(SC)c(C)c1|1-4-methanesulfinyl-3,5-dimethylphenoxy-N-methylmethanethioamide|CNC(=S)Oc1cc(C)c(c(C)c1)S(C)=O|CYP2C19|||||||||||||||||||||||||
XMetDB|1-3,5-dimethyl-4-(methylsulfanyl)phenoxy-N-methylmethanethioamide|CNC(=S)Oc1cc(C)c(SC)c(C)c1|1-4-methanesulfinyl-3,5-dimethylphenoxy-N-methylmethanethioamide|CNC(=S)Oc1cc(C)c(c(C)c1)S(C)=O|CYP2D6|||||||||||||||||||||||||
XMetDB|1-3,5-dimethyl-4-(methylsulfanyl)phenoxy-N-methylmethanethioamide|CNC(=S)Oc1cc(C)c(SC)c(C)c1|1-4-methanesulfinyl-3,5-dimethylphenoxy-N-methylmethanethioamide|CNC(=S)Oc1cc(C)c(c(C)c1)S(C)=O|FMO 1|||||||||||||||||||||||||
XMetDB|cinch|c1ccc2ncccc2c1|oxireno[2,3-f]quinoline|O1c2ccc3ncccc3c12|CYP1A1|||||||||||||||||||||||||
XMetDB|cinch|c1ccc2ncccc2c1|oxireno[2,3-f]quinoline|O1c2ccc3ncccc3c12|CYP1A2|||||||||||||||||||||||||
XMetDB|cinch|c1ccc2ncccc2c1|3-quinolinol|Oc1cnc2ccccc2c1|CYP1A2|||||||||||||||||||||||||
XMetDB|cinch|c1ccc2ncccc2c1|quinolin-1-ol|On1cccc2ccccc12|CYP1A2|||||||||||||||||||||||||
XMetDB|cinch|c1ccc2ncccc2c1|3-quinolinol|Oc1cnc2ccccc2c1|CYP2A6|||||||||||||||||||||||||
XMetDB|cinch|c1ccc2ncccc2c1|oxireno[2,3-f]quinoline|O1c2ccc3ncccc3c12|CYP2A6|||||||||||||||||||||||||
XMetDB|cinch|c1ccc2ncccc2c1|quinolin-1-ol|On1cccc2ccccc12|CYP2A6|||||||||||||||||||||||||
XMetDB|cinch|c1ccc2ncccc2c1|oxireno[2,3-f]quinoline|O1c2ccc3ncccc3c12|CYP2D6|||||||||||||||||||||||||
XMetDB|cinch|c1ccc2ncccc2c1|oxireno[2,3-f]quinoline|O1c2ccc3ncccc3c12|CYP2E1|||||||||||||||||||||||||
XMetDB|cinch|c1ccc2ncccc2c1|quinolin-1-ol|On1cccc2ccccc12|CYP2E1|||||||||||||||||||||||||
XMetDB|cinch|c1ccc2ncccc2c1|3-quinolinol|Oc1cnc2ccccc2c1|CYP2E1|||||||||||||||||||||||||
XMetDB|cinch|c1ccc2ncccc2c1|quinolin-1-ol|On1cccc2ccccc12|CYP3A4|||||||||||||||||||||||||
XMetDB|hesperetine|COc1ccc(cc1O)C1CC(=O)c2c(O)cc(O)cc2O1|eriodictyol|Oc1cc(O)c2C(=O)CC(Oc2c1)c1ccc(O)c(O)c1|CYP1A2|||||||||||||||||||||||||
XMetDB|asahina|Oc1ccc(cc1)C1CC(=O)c2c(O)cc(O)cc2O1|eriodictyol|Oc1cc(O)c2C(=O)CC(Oc2c1)c1ccc(O)c(O)c1|CYP1A2|||||||||||||||||||||||||
XMetDB|asahina|Oc1ccc(cc1)C1CC(=O)c2c(O)cc(O)cc2O1|eriodictyol|Oc1cc(O)c2C(=O)CC(Oc2c1)c1ccc(O)c(O)c1|CYP3A4|||||||||||||||||||||||||
XMetDB|kaempherol|OC1=C(Oc2cc(O)cc(O)c2C1=O)c1ccc(O)cc1|quercetin|OC1=C(Oc2cc(O)cc(O)c2C1=O)c1ccc(O)c(O)c1|CYP1A2|||||||||||||||||||||||||
XMetDB|chamomile|Oc1ccc(cc1)C1=CC(=O)c2c(O)cc(O)cc2O1|luteolin|Oc1cc(O)c2C(=O)C=C(Oc2c1)c1ccc(O)c(O)c1|CYP1A2|||||||||||||||||||||||||
XMetDB|chamomile|Oc1ccc(cc1)C1=CC(=O)c2c(O)cc(O)cc2O1|luteolin|Oc1cc(O)c2C(=O)C=C(Oc2c1)c1ccc(O)c(O)c1|CYP3A4|||||||||||||||||||||||||
XMetDB|tamarixetin|COc1ccc(cc1O)C1=C(O)C(=O)c2c(O)cc(O)cc2O1|quercetin|OC1=C(Oc2cc(O)cc(O)c2C1=O)c1ccc(O)c(O)c1|CYP1A2|||||||||||||||||||||||||
XMetDB|tamarixetin|COc1ccc(cc1O)C1=C(O)C(=O)c2c(O)cc(O)cc2O1|quercetin|OC1=C(Oc2cc(O)cc(O)c2C1=O)c1ccc(O)c(O)c1|CYP2C9|||||||||||||||||||||||||
XMetDB|tamarixetin|COc1ccc(cc1O)C1=C(O)C(=O)c2c(O)cc(O)cc2O1|quercetin|OC1=C(Oc2cc(O)cc(O)c2C1=O)c1ccc(O)c(O)c1|CYP3A4|||||||||||||||||||||||||
XMetDB|copal|CC1=C(CC(O)=O)c2cc(F)ccc2C1=Cc1ccc(cc1)S(C)=O|{6-fluoro-3-[(4-methanesulfonylphenyl)methylidene]-2-methylinden-1-yl}acetic acid|CC1=C(CC(O)=O)c2cc(F)ccc2C1=Cc1ccc(cc1)S(C)(=O)=O|CYP1B1|||||||||||||||||||||||||
XMetDB|copal|CC1=C(CC(O)=O)c2cc(F)ccc2C1=Cc1ccc(cc1)S(C)=O|{6-fluoro-3-[(4-methanesulfonylphenyl)methylidene]-2-methylinden-1-yl}acetic acid|CC1=C(CC(O)=O)c2cc(F)ccc2C1=Cc1ccc(cc1)S(C)(=O)=O|CYP1A1|||||||||||||||||||||||||
XMetDB|copal|CC1=C(CC(O)=O)c2cc(F)ccc2C1=Cc1ccc(cc1)S(C)=O|{6-fluoro-3-[(4-methanesulfonylphenyl)methylidene]-2-methylinden-1-yl}acetic acid|CC1=C(CC(O)=O)c2cc(F)ccc2C1=Cc1ccc(cc1)S(C)(=O)=O|CYP1A2|||||||||||||||||||||||||
XMetDB|aripiprazole|Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl|7-{4-[4-(2,3-dichlorophenyl)piperazin-1-yl]butoxy}-1H-quinolin-2-one|Clc1cccc(N2CCN(CCCCOc3ccc4C=CC(=O)Nc4c3)CC2)c1Cl|CYP2D6|||||||||||||||||||||||||
PharmGKBarmGKB|irinotecan|CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)[C@@]5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7|SN-38|CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)[C@@]5(CC)O)O|CES1|CES2||||||||||||||||||||||||
PharmGKBarmGKB|irinotecan|CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)[C@@]5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7|SN-38|CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)[C@@]5(CC)O)O|BCHE|CES1|CES2|||||||||||||||||||||||
PharmGKBarmGKB|warfarin|CC(=O)CC(C1=CC=CC=C1)C2=C(OC3=CC=CC=C3C2=O)O|4-hydroxywarfarin|CC(=O)CC(C1=CC=C(C=C1)O)C2=C(C3=CC=CC=C3OC2=O)O|CYP2C18|CYP2C9||||||||||||||||||||||||
PharmGKBarmGKB|warfarin|CC(=O)CC(C1=CC=CC=C1)C2=C(OC3=CC=CC=C3C2=O)O|warfarin|CC(=O)CC(C1=CC=CC=C1)C2=C(OC3=CC=CC=C3C2=O)O|ABCB1|||||||||||||||||||||||||
PharmGKBarmGKB|rosuvastatin|CC(C)C1=NC(=NC(=C1/C=C/[C@@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C|rosuvastatin|CC(C)C1=NC(=NC(=C1/C=C/[C@@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C|SLCO1B1|SLCO1B3|SLCO2B1|||||||||||||||||||||||
PharmGKBarmGKB|rosuvastatin|CC(C)C1=NC(=NC(=C1/C=C/[C@@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C|rosuvastatin|CC(C)C1=NC(=NC(=C1/C=C/[C@@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C|SLCO2B1|||||||||||||||||||||||||
PharmGKBarmGKB|rosuvastatin|CC(C)C1=NC(=NC(=C1/C=C/[C@@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C|rosuvastatin|CC(C)C1=NC(=NC(=C1/C=C/[C@@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C|ABCB11|||||||||||||||||||||||||
PharmGKBarmGKB|fluvastatin|CC(C)N1C2=CC=CC=C2C(=C1/C=C/[C@@H](C[C@@H](CC(=O)O)O)O)C3=CC=C(C=C3)F|fluvastatin|CC(C)N1C2=CC=CC=C2C(=C1/C=C/[C@@H](C[C@@H](CC(=O)O)O)O)C3=CC=C(C=C3)F|SLC15A1|||||||||||||||||||||||||
PharmGKBarmGKB|fluvastatin|CC(C)N1C2=CC=CC=C2C(=C1/C=C/[C@@H](C[C@@H](CC(=O)O)O)O)C3=CC=C(C=C3)F|fluvastatin|CC(C)N1C2=CC=CC=C2C(=C1/C=C/[C@@H](C[C@@H](CC(=O)O)O)O)C3=CC=C(C=C3)F|SLCO1B1|SLCO1B3|SLCO2B1|||||||||||||||||||||||
PharmGKBarmGKB|pravastatin|CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O|pravastatin|CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O|SLCO2B1|||||||||||||||||||||||||
PharmGKBarmGKB|pravastatin|CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O|pravastatin|CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O|SLC22A6|SLC22A8||||||||||||||||||||||||
PharmGKBarmGKB|pravastatin|CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O|pravastatin|CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O|SLCO1B1|SLCO1B3|SLCO2B1|||||||||||||||||||||||
PharmGKBarmGKB|pravastatin|CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O|pravastatin|CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O|ABCB1|ABCB11|ABCC2|ABCG2||||||||||||||||||||||
PharmGKBarmGKB|pravastatin|CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O|pravastatin|CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O|ABCB1|ABCC2|ABCG2|||||||||||||||||||||||
PharmGKBarmGKB|atorvastatin|CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4|atorvastatin|CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4|SLCO1B1|SLCO1B3|SLCO2B1|||||||||||||||||||||||
PharmGKBarmGKB|atorvastatin|CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4|atorvastatin|CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4|ABCB1|ABCC2||||||||||||||||||||||||
PharmGKBarmGKB|lovastatin|CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C|lovastatin|CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C|SLCO1B1|SLCO1B3|SLCO2B1|||||||||||||||||||||||
PharmGKBarmGKB|lovastatin|CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C|lovastatin|CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C|ABCB1|ABCC2||||||||||||||||||||||||
PharmGKBarmGKB|simvastatin|CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C|simvastatin|CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C|SLCO1B1|SLCO1B3|SLCO2B1|||||||||||||||||||||||
PharmGKBarmGKB|simvastatin|CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C|simvastatin|CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C|ABCB1|ABCC2||||||||||||||||||||||||
PharmGKBarmGKB|dopamine|C1=CC(=C(C=C1CCN)O)O|norepinephrine|C1=CC(=C(C=C1[C@H](CN)O)O)O|DBH|||||||||||||||||||||||||
PharmGKBarmGKB|norepinephrine|C1=CC(=C(C=C1[C@H](CN)O)O)O|norepinephrine|C1=CC(=C(C=C1[C@H](CN)O)O)O|SLC6A2|||||||||||||||||||||||||
PharmGKBarmGKB|calcium|[Ca+2]|calcium|[Ca+2]|CACNA1A|CACNA1B|CACNA1C|CACNA1D||||||||||||||||||||||
PharmGKBarmGKB|dopamine|C1=CC(=C(C=C1CCN)O)O|dopamine|C1=CC(=C(C=C1CCN)O)O|SLC18A1|SLC18A2||||||||||||||||||||||||
PharmGKBarmGKB|norepinephrine|C1=CC(=C(C=C1[C@H](CN)O)O)O|norepinephrine|C1=CC(=C(C=C1[C@H](CN)O)O)O|SLC18A2|||||||||||||||||||||||||
PharmGKBarmGKB|norepinephrine|C1=CC(=C(C=C1[C@H](CN)O)O)O|norepinephrine|C1=CC(=C(C=C1[C@H](CN)O)O)O|SLC22A3|||||||||||||||||||||||||
PharmGKBarmGKB|adenosine|C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O|inosine|C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O|ADA|||||||||||||||||||||||||
PharmGKBarmGKB|4-hydroxyifosfamide|C1COP(=O)(N(C1O)CCCl)NCCCl|4-ketoifosfamide|C1COP(=O)(N(C1=O)CCCl)NCCCl|ADH1A|ADH1B|ADH1C|ADH4|ADH5|ADH6|ADH7|||||||||||||||||||
PharmGKBarmGKB|acrolein|C=CC=O|acrylic acid|C=CC(=O)O|ALDH1A1|ALDH3A1||||||||||||||||||||||||
PharmGKBarmGKB|aldoifosfamide|C(COP(=O)(NCCCl)NCCCl)C=O|alcoifosfamide|C(CO)COP(=O)(NCCCl)NCCCl|AKR1A1|AKR1B1|AKR1B10|||||||||||||||||||||||
PharmGKBarmGKB|aldoifosfamide|C(COP(=O)(NCCCl)NCCCl)C=O|carboxyifosfamide|C(COP(=O)(NCCCl)NCCCl)C(=O)O|ALDH1A1|||||||||||||||||||||||||
PharmGKBarmGKB|gemcitabine|C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F|gemcitabine|C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F|SLC28A1|SLC28A3|SLC29A1|SLC29A2||||||||||||||||||||||
PharmGKBarmGKB|4-hydroxycyclophosphamide|C1COP(=O)(NC1O)N(CCCl)CCCl|4-ketocyclophosphamide|C1COP(=O)(NC1=O)N(CCCl)CCCl|ADH1A|ADH1B|ADH1C|ADH4|ADH5|ADH6|ADH7|||||||||||||||||||
PharmGKBarmGKB|aldophosphamide|C(COP(=O)(N)N(CCCl)CCCl)C=O|alcophosphamide|C(CO)COP(=O)(N)N(CCCl)CCCl|ADH1A|ADH1B|ADH1C|ADH4|ADH5|ADH6|ADH7|AKR1A1|AKR1B1|AKR1B10||||||||||||||||
PharmGKBarmGKB|aldophosphamide|C(COP(=O)(N)N(CCCl)CCCl)C=O|carboxyphosphamide|C(COP(=O)(N)N(CCCl)CCCl)C(=O)O|ALDH1A1|ALDH3A1|ALDH5A1|||||||||||||||||||||||
PharmGKBarmGKB|cyclophosphamide|C1CNP(=O)(OC1)N(CCCl)CCCl|4-hydroxycyclophosphamide|C1COP(=O)(NC1O)N(CCCl)CCCl|CYP2A6|CYP2B6|CYP2C19|CYP2C8|CYP2C9|CYP3A4|CYP3A5|||||||||||||||||||
PharmGKBarmGKB|calcium|[Ca+2]|calcium|[Ca+2]|CHRNA7|Complex: CHRNB3/4||||||||||||||||||||||||
PharmGKBarmGKB|calcium|[Ca+2]|calcium|[Ca+2]|CACNA1A|CACNA1B|CACNA1E|||||||||||||||||||||||
PharmGKBarmGKB|choline|C[N+](C)(C)CCO|choline|C[N+](C)(C)CCO|SLC5A7|||||||||||||||||||||||||
PharmGKBarmGKB|sodium|[Na+]|sodium|[Na+]|CHRNA7|Complex: CHRNB3/4||||||||||||||||||||||||
PharmGKBarmGKB|acetylcholine|CC(=O)OCC[N+](C)(C)C|acetylcholine|CC(=O)OCC[N+](C)(C)C|SLC18A3|||||||||||||||||||||||||
